10-5-0-4.afm;24;24;0;1;0;2;14
10-5-0-5.afm;24;27;0;1;0;4;17
10-5-0-6.afm;24;24;0;1;0;6;14
10-5-0-7.afm;24;27;0;1;0;5;17
10-5-0-8.afm;23;25;0;1;0;3;15
10-5-0-9.afm;22;22;0;1;0;2;12
10-5-2-0.afm;23;23;0;1;0;5;13
10-5-2-1.afm;22;20;0;1;0;3;10
10-5-2-2.afm;24;22;0;1;0;7;12
10-5-2-3.afm;28;26;0;1;0;4;16
10-5-2-4.afm;28;26;0;1;0;6;16
10-5-2-5.afm;28;26;0;1;0;5;16
10-5-2-6.afm;28;29;0;1;0;3;19
10-5-2-7.afm;22;20;0;1;0;5;10
10-5-2-8.afm;26;27;0;1;0;6;17
10-5-2-9.afm;24;22;0;1;0;4;12
10-5-5-0.afm;28;25;0;1;0;5;15
10-5-5-1.afm;29;24;0;1;0;2;14
10-5-5-2.afm;31;29;0;1;0;5;19
10-5-5-3.afm;28;25;0;1;0;7;15
10-5-5-4.afm;26;23;0;1;0;3;13
10-5-5-5.afm;30;27;0;1;0;5;17
10-5-5-6.afm;27;28;0;1;0;7;18
10-5-5-7.afm;31;29;0;1;0;6;19
10-5-5-8.afm;27;25;0;1;0;4;15
10-5-5-9.afm;25;23;0;1;0;2;13
100-10-0-0.afm;256;270;0;1;0;6;170
100-10-0-1.afm;258;270;0;1;0;22;170
100-10-0-2.afm;260;278;0;1;0;14;178
100-10-0-3.afm;258;273;0;1;0;16;173
100-10-0-4.afm;256;268;0;1;0;19;168
100-10-0-5.afm;245;258;0;1;0;13;158
100-10-0-6.afm;264;275;0;1;0;7;175
100-10-0-7.afm;254;267;0;1;0;12;167
100-10-0-8.afm;252;260;0;1;0;18;160
100-10-0-9.afm;252;258;0;1;0;24;158
100-10-2-0.afm;259;265;0;1;0;12;165
100-10-2-1.afm;261;271;0;1;0;13;171
100-10-2-2.afm;260;268;0;1;0;7;168
100-10-2-3.afm;266;275;0;1;0;27;175
100-10-2-4.afm;260;264;0;1;0;13;164
100-10-2-5.afm;245;258;0;1;0;7;158
100-10-2-6.afm;254;258;0;1;0;19;158
100-10-2-7.afm;253;259;0;1;0;7;159
100-10-2-8.afm;250;255;0;1;0;24;155
100-10-2-9.afm;267;274;0;1;0;2;174
100-10-5-0.afm;256;266;0;1;0;14;166
100-10-5-1.afm;271;263;0;1;0;16;163
100-10-5-2.afm;250;255;0;1;0;18;155
100-10-5-3.afm;257;277;0;1;0;20;177
100-10-5-4.afm;257;260;0;1;0;29;160
100-10-5-5.afm;247;257;0;1;0;22;157
100-10-5-6.afm;256;261;0;1;0;16;161
100-10-5-7.afm;253;270;0;1;0;34;170
100-10-5-8.afm;268;276;0;1;0;1;176
100-10-5-9.afm;268;263;0;1;0;18;163
100-15-0-0.afm;255;264;0;1;0;18;164
100-15-0-1.afm;258;269;0;1;0;11;169
100-15-0-2.afm;260;267;0;1;0;22;167
100-15-0-3.afm;271;281;0;1;0;13;181
100-15-0-4.afm;267;268;0;1;0;4;168
100-15-0-5.afm;252;259;0;1;0;7;159
100-15-0-6.afm;257;264;0;1;0;3;164
100-15-0-7.afm;269;269;0;1;0;19;169
100-15-0-8.afm;262;263;0;1;0;9;163
100-15-0-9.afm;256;269;0;1;0;13;169
100-15-2-0.afm;258;265;0;1;0;2;165
100-15-2-1.afm;260;264;0;1;0;21;164
100-15-2-2.afm;269;271;0;1;0;8;171
100-15-2-3.afm;268;277;0;1;0;6;177
100-15-2-4.afm;265;266;0;1;0;7;166
100-15-2-5.afm;266;266;0;1;0;8;166
100-15-2-6.afm;267;258;0;1;0;20;158
100-15-2-7.afm;252;262;0;1;0;11;162
100-15-2-8.afm;262;262;0;1;0;15;162
100-15-2-9.afm;263;276;0;1;0;10;176
100-15-5-0.afm;246;250;0;1;0;32;150
100-15-5-1.afm;264;269;0;1;0;18;169
100-15-5-2.afm;268;263;0;1;0;29;163
100-15-5-3.afm;264;264;0;1;0;32;164
100-15-5-4.afm;271;265;0;1;0;9;165
100-15-5-5.afm;268;271;0;1;0;22;171
100-15-5-6.afm;272;263;0;1;0;10;163
100-15-5-7.afm;269;274;0;1;0;14;174
100-15-5-8.afm;270;274;0;1;0;9;174
100-15-5-9.afm;265;269;0;1;0;11;169
100-5-0-0.afm;253;275;0;1;0;20;175
100-5-0-1.afm;258;265;0;1;0;9;165
100-5-0-2.afm;251;263;0;1;0;22;163
100-5-0-3.afm;244;263;0;1;0;17;163
100-5-0-4.afm;262;270;0;1;0;7;170
100-5-0-5.afm;245;269;0;1;0;12;169
100-5-0-6.afm;247;258;0;1;0;2;158
100-5-0-7.afm;238;254;0;1;0;10;154
